"","X","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"1",28801,"Native",1,38,"continuation","tt","continuation tt",6,0,653,653,0.5,0.5
"2",28803,"Native",1,39,"continuation","tt","continuation tt",7,0,479,479,0.5,0.5
"3",28805,"Native",1,26,"continuation","tt","continuation tt",6,0,233,233,0.5,0.5
"4",28807,"Native",1,34,"continuation","tt","continuation tt",6,0,230,230,0.5,0.5
"5",28809,"Native",1,46,"continuation","tt","continuation tt",6,0,413,413,0.5,0.5
"6",28811,"Native",1,29,"continuation","tt","continuation tt",5,0,161,161,0.5,0.5
"7",28813,"Native",1,36,"continuation","tt","continuation tt",8,0,1032,1032,0.5,0.5
"8",28815,"Native",1,30,"continuation","tt","continuation tt",6,0,288,288,0.5,0.5
"9",28817,"Native",1,40,"continuation","tt","continuation tt",8,0,801,801,0.5,0.5
"10",28819,"Native",1,33,"continuation","tt","continuation tt",5,0,179,179,0.5,0.5
"11",28821,"Native",1,43,"continuation","tt","continuation tt",7,0,299,299,0.5,0.5
"12",28823,"Native",1,28,"continuation","tt","continuation tt",8,0,237,237,0.5,0.5
"13",28825,"Native",1,31,"continuation","tt","continuation tt",7,0,333,333,0.5,0.5
"14",28827,"Native",1,45,"continuation","tt","continuation tt",5,0,251,251,0.5,0.5
"15",28829,"Native",1,25,"continuation","tt","continuation tt",5,0,206,206,0.5,0.5
"16",28831,"Native",1,41,"continuation","tt","continuation tt",5,0,559,559,0.5,0.5
"17",28833,"Native",1,42,"continuation","tt","continuation tt",6,0,373,373,0.5,0.5
"18",28835,"Native",1,37,"continuation","tt","continuation tt",5,0,376,376,0.5,0.5
"19",28837,"Native",1,32,"continuation","tt","continuation tt",8,0,649,649,0.5,0.5
"20",28839,"Native",1,48,"continuation","tt","continuation tt",8,0,587,587,0.5,0.5
"21",28841,"Native",1,47,"continuation","tt","continuation tt",7,0,152,152,0.5,0.5
"22",28843,"Native",1,44,"continuation","tt","continuation tt",8,0,354,354,0.5,0.5
"23",28845,"Native",1,27,"continuation","tt","continuation tt",7,0,960,960,0.5,0.5
"24",28847,"Native",1,35,"continuation","tt","continuation tt",7,0,184,184,0.5,0.5
"25",28849,"Native",2,46,"continuation","tt","continuation tt",7,0,1189,1189,0.5,0.5
"26",28851,"Native",2,25,"continuation","tt","continuation tt",6,0,212,212,0.5,0.5
"27",28853,"Native",2,39,"continuation","tt","continuation tt",8,0,255,255,0.5,0.5
"28",28855,"Native",2,38,"continuation","tt","continuation tt",7,0,590,590,0.5,0.5
"29",28857,"Native",2,30,"continuation","tt","continuation tt",7,0,483,483,0.5,0.5
"30",28859,"Native",2,27,"continuation","tt","continuation tt",8,0,1316,1316,0.5,0.5
"31",28861,"Native",2,29,"continuation","tt","continuation tt",6,0,1040,1040,0.5,0.5
"32",28863,"Native",2,33,"continuation","tt","continuation tt",6,0,164,164,0.5,0.5
"33",28865,"Native",2,32,"continuation","tt","continuation tt",5,0,894,894,0.5,0.5
"34",28867,"Native",2,43,"continuation","tt","continuation tt",8,0,882,882,0.5,0.5
"35",28869,"Native",2,45,"continuation","tt","continuation tt",6,0,220,220,0.5,0.5
"36",28871,"Native",2,48,"continuation","tt","continuation tt",5,1,0,NA,0.5,0.5
"37",28873,"Native",2,47,"continuation","tt","continuation tt",8,0,190,190,0.5,0.5
"38",28875,"Native",2,31,"continuation","tt","continuation tt",8,1,0,NA,0.5,0.5
"39",28877,"Native",2,26,"continuation","tt","continuation tt",7,0,174,174,0.5,0.5
"40",28879,"Native",2,42,"continuation","tt","continuation tt",7,1,0,NA,0.5,0.5
"41",28881,"Native",2,36,"continuation","tt","continuation tt",5,0,364,364,0.5,0.5
"42",28883,"Native",2,35,"continuation","tt","continuation tt",8,0,224,224,0.5,0.5
"43",28885,"Native",2,44,"continuation","tt","continuation tt",5,1,0,NA,0.5,0.5
"44",28887,"Native",2,41,"continuation","tt","continuation tt",6,0,855,855,0.5,0.5
"45",28889,"Native",2,37,"continuation","tt","continuation tt",6,0,694,694,0.5,0.5
"46",28891,"Native",2,40,"continuation","tt","continuation tt",5,0,455,455,0.5,0.5
"47",28893,"Native",2,28,"continuation","tt","continuation tt",5,0,461,461,0.5,0.5
"48",28895,"Native",2,34,"continuation","tt","continuation tt",7,0,303,303,0.5,0.5
"49",28898,"Native",3,34,"continuation","tt","continuation tt",8,0,612,612,0.5,0.5
"50",28900,"Native",3,30,"continuation","tt","continuation tt",8,0,544,544,0.5,0.5
"51",28902,"Native",3,38,"continuation","tt","continuation tt",8,0,947,947,0.5,0.5
"52",28904,"Native",3,43,"continuation","tt","continuation tt",5,0,679,679,0.5,0.5
"53",28906,"Native",3,47,"continuation","tt","continuation tt",5,0,1267,1267,0.5,0.5
"54",28908,"Native",3,25,"continuation","tt","continuation tt",7,0,641,641,0.5,0.5
"55",28910,"Native",3,37,"continuation","tt","continuation tt",7,0,308,308,0.5,0.5
"56",28912,"Native",3,40,"continuation","tt","continuation tt",6,0,467,467,0.5,0.5
"57",28914,"Native",3,42,"continuation","tt","continuation tt",8,0,338,338,0.5,0.5
"58",28916,"Native",3,33,"continuation","tt","continuation tt",7,0,1041,1041,0.5,0.5
"59",28918,"Native",3,39,"continuation","tt","continuation tt",5,0,267,267,0.5,0.5
"60",28920,"Native",3,41,"continuation","tt","continuation tt",7,0,763,763,0.5,0.5
"61",28922,"Native",3,27,"continuation","tt","continuation tt",5,0,340,340,0.5,0.5
"62",28924,"Native",3,29,"continuation","tt","continuation tt",7,0,534,534,0.5,0.5
"63",28926,"Native",3,46,"continuation","tt","continuation tt",8,0,294,294,0.5,0.5
"64",28928,"Native",3,28,"continuation","tt","continuation tt",6,0,471,471,0.5,0.5
"65",28930,"Native",3,35,"continuation","tt","continuation tt",5,0,237,237,0.5,0.5
"66",28932,"Native",3,45,"continuation","tt","continuation tt",7,0,549,549,0.5,0.5
"67",28934,"Native",3,32,"continuation","tt","continuation tt",6,0,445,445,0.5,0.5
"68",28936,"Native",3,26,"continuation","tt","continuation tt",8,0,455,455,0.5,0.5
"69",28938,"Native",3,36,"continuation","tt","continuation tt",6,0,268,268,0.5,0.5
"70",28940,"Native",3,31,"continuation","tt","continuation tt",5,0,251,251,0.5,0.5
"71",28942,"Native",3,48,"continuation","tt","continuation tt",6,0,296,296,0.5,0.5
"72",28944,"Native",3,44,"continuation","tt","continuation tt",6,1,0,NA,0.5,0.5
"73",28946,"Native",4,43,"continuation","tt","continuation tt",6,0,462,462,0.5,0.5
"74",28948,"Native",4,33,"continuation","tt","continuation tt",8,0,166,166,0.5,0.5
"75",28950,"Native",4,29,"continuation","tt","continuation tt",8,0,371,371,0.5,0.5
"76",28952,"Native",4,41,"continuation","tt","continuation tt",8,0,460,460,0.5,0.5
"77",28954,"Native",4,26,"continuation","tt","continuation tt",5,0,315,315,0.5,0.5
"78",28956,"Native",4,28,"continuation","tt","continuation tt",7,0,298,298,0.5,0.5
"79",28958,"Native",4,25,"continuation","tt","continuation tt",8,0,157,157,0.5,0.5
"80",28960,"Native",4,34,"continuation","tt","continuation tt",5,0,164,164,0.5,0.5
"81",28962,"Native",4,38,"continuation","tt","continuation tt",5,0,167,167,0.5,0.5
"82",28964,"Native",4,30,"continuation","tt","continuation tt",5,0,166,166,0.5,0.5
"83",28966,"Native",4,48,"continuation","tt","continuation tt",7,0,418,418,0.5,0.5
"84",28968,"Native",4,27,"continuation","tt","continuation tt",6,0,297,297,0.5,0.5
"85",28970,"Native",4,35,"continuation","tt","continuation tt",6,0,172,172,0.5,0.5
"86",28972,"Native",4,45,"continuation","tt","continuation tt",8,0,319,319,0.5,0.5
"87",28974,"Native",4,42,"continuation","tt","continuation tt",5,0,212,212,0.5,0.5
"88",28976,"Native",4,47,"continuation","tt","continuation tt",6,0,555,555,0.5,0.5
"89",28978,"Native",4,39,"continuation","tt","continuation tt",6,0,150,150,0.5,0.5
"90",28980,"Native",4,44,"continuation","tt","continuation tt",7,0,280,280,0.5,0.5
"91",28982,"Native",4,32,"continuation","tt","continuation tt",7,0,246,246,0.5,0.5
"92",28984,"Native",4,37,"continuation","tt","continuation tt",8,0,489,489,0.5,0.5
"93",28986,"Native",4,46,"continuation","tt","continuation tt",5,1,0,NA,0.5,0.5
"94",28988,"Native",4,31,"continuation","tt","continuation tt",6,0,370,370,0.5,0.5
"95",28990,"Native",4,40,"continuation","tt","continuation tt",7,0,488,488,0.5,0.5
"96",28992,"Native",4,36,"continuation","tt","continuation tt",7,0,177,177,0.5,0.5
"97",28993,"Native",5,39,"continuation","tt","continuation tt",7,0,178,178,0.5,0.5
"98",28995,"Native",5,33,"continuation","tt","continuation tt",5,0,736,736,0.5,0.5
"99",28997,"Native",5,30,"continuation","tt","continuation tt",6,0,121,121,0.5,0.5
"100",28999,"Native",5,46,"continuation","tt","continuation tt",6,0,357,357,0.5,0.5
"101",29001,"Native",5,25,"continuation","tt","continuation tt",5,0,253,253,0.5,0.5
"102",29003,"Native",5,42,"continuation","tt","continuation tt",6,0,280,280,0.5,0.5
"103",29005,"Native",5,41,"continuation","tt","continuation tt",5,0,219,219,0.5,0.5
"104",29007,"Native",5,36,"continuation","tt","continuation tt",8,0,437,437,0.5,0.5
"105",29009,"Native",5,34,"continuation","tt","continuation tt",6,0,334,334,0.5,0.5
"106",29011,"Native",5,35,"continuation","tt","continuation tt",7,0,269,269,0.5,0.5
"107",29013,"Native",5,43,"continuation","tt","continuation tt",7,0,334,334,0.5,0.5
"108",29015,"Native",5,47,"continuation","tt","continuation tt",7,0,267,267,0.5,0.5
"109",29017,"Native",5,38,"continuation","tt","continuation tt",6,0,435,435,0.5,0.5
"110",29019,"Native",5,27,"continuation","tt","continuation tt",7,0,273,273,0.5,0.5
"111",29021,"Native",5,45,"continuation","tt","continuation tt",5,1,0,NA,0.5,0.5
"112",29023,"Native",5,37,"continuation","tt","continuation tt",5,0,163,163,0.5,0.5
"113",29025,"Native",5,48,"continuation","tt","continuation tt",8,0,194,194,0.5,0.5
"114",29027,"Native",5,44,"continuation","tt","continuation tt",8,0,548,548,0.5,0.5
"115",29029,"Native",5,26,"continuation","tt","continuation tt",6,0,293,293,0.5,0.5
"116",29031,"Native",5,32,"continuation","tt","continuation tt",8,0,197,197,0.5,0.5
"117",29033,"Native",5,28,"continuation","tt","continuation tt",8,0,155,155,0.5,0.5
"118",29035,"Native",5,31,"continuation","tt","continuation tt",7,0,199,199,0.5,0.5
"119",29037,"Native",5,29,"continuation","tt","continuation tt",5,0,315,315,0.5,0.5
"120",29039,"Native",5,40,"continuation","tt","continuation tt",8,0,291,291,0.5,0.5
"121",29042,"Native",6,30,"continuation","tt","continuation tt",7,0,353,353,0.5,0.5
"122",29044,"Native",6,35,"continuation","tt","continuation tt",8,0,161,161,0.5,0.5
"123",29046,"Native",6,43,"continuation","tt","continuation tt",8,1,0,NA,0.5,0.5
"124",29048,"Native",6,36,"continuation","tt","continuation tt",5,0,133,133,0.5,0.5
"125",29050,"Native",6,32,"continuation","tt","continuation tt",5,0,126,126,0.5,0.5
"126",29052,"Native",6,37,"continuation","tt","continuation tt",6,0,738,738,0.5,0.5
"127",29054,"Native",6,47,"continuation","tt","continuation tt",8,0,134,134,0.5,0.5
"128",29056,"Native",6,33,"continuation","tt","continuation tt",6,0,284,284,0.5,0.5
"129",29058,"Native",6,41,"continuation","tt","continuation tt",6,0,375,375,0.5,0.5
"130",29060,"Native",6,26,"continuation","tt","continuation tt",7,0,265,265,0.5,0.5
"131",29062,"Native",6,39,"continuation","tt","continuation tt",8,0,205,205,0.5,0.5
"132",29064,"Native",6,38,"continuation","tt","continuation tt",7,0,157,157,0.5,0.5
